id,label
603,0
604,0
605,0
606,0
607,1
608,1
609,0
610,0
611,0
612,1
613,0
614,1
615,0
616,1
617,1
618,0
619,0
620,0
621,1
622,0
623,1
624,0
625,1
626,1
627,0
628,0
629,1
630,1
631,0
632,0
633,0
634,0
635,0
636,1
637,1
638,1
639,0
640,0
641,1
642,1
643,1
644,0
645,1
646,0
647,1
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,1
658,0
659,0
660,0
661,1
662,1
663,0
664,1
665,1
666,1
667,0
668,0
669,1
670,0
671,0
672,1
673,1
674,0
675,1
676,0
677,0
678,0
679,0
680,0
681,1
682,1
683,1
684,0
685,1
686,1
687,1
688,1
689,0
690,1
691,0
692,0
693,1
694,0
695,1
696,1
697,0
698,1
699,0
700,1
701,0
702,0
703,1
704,0
705,0
706,1
707,0
708,0
709,1
710,1
711,0
712,0
713,1
714,0
715,1
716,0
717,0
718,0
719,0
720,1
721,0
722,1
723,1
724,0
725,1
726,0
727,0
728,0
729,0
730,0
731,0
732,1
733,0
734,0
735,0
736,0
737,0
738,0
739,1
740,1
741,0
742,1
743,1
744,0
745,1
746,1
747,0
748,1
749,0
750,1
751,0
752,1
753,1
754,0
755,0
756,1
757,1
758,0
759,1
760,1
761,1
762,1
763,0
764,0
765,0
766,0
767,1
768,0
769,0
770,1
771,1
772,0
773,1
774,0
775,1
776,1
777,1
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,1
787,0
788,1
789,1
790,1
791,1
792,0
793,1
794,1
795,0
796,0
797,0
798,0
799,0
800,1
801,0
802,0
803,1
804,0
805,0
806,1
807,0
808,0
809,0
810,1
811,1
812,1
813,1
814,1
815,0
816,0
817,0
818,0
819,1
820,0
821,0
822,0
823,1
824,1
825,1
826,0
827,1
828,0
829,0
830,0
831,1
832,0
833,0
834,0
835,0
836,0
837,1
838,1
839,0
840,0
841,0
842,1
843,0
844,1
845,1
846,1
847,1
848,0
849,0
850,0
851,1
852,1
853,0
854,0
855,1
856,1
857,1
858,0
859,0
860,1
861,0
862,1
863,1
864,0
865,1
866,0
867,0
868,1
869,0
870,1
871,1
872,1
873,0
874,1
875,1
876,0
877,0
878,0
879,1
880,1
881,0
882,1
883,0
884,1
885,0
886,1
887,0
888,1
889,0
890,1
891,0
892,1
893,1
894,0
895,0
896,0
897,0
898,1
899,1
900,1
901,0
902,0
903,1
904,0
905,0
906,0
907,0
908,1
909,1
910,0
911,1
912,0
913,0
914,0
915,1
916,0
917,0
918,1
919,1
920,1
921,0
922,1
923,0
924,0
925,0
926,1
927,1
928,1
929,1
930,0
931,1
932,0
933,0
934,0
935,1
936,0
937,0
938,1
939,1
940,1
941,0
942,1
943,1
944,1
945,1
946,1
947,0
948,1
949,0
950,0
951,1
952,0
953,0
954,0
955,0
956,0
957,0
958,1
959,1
960,0
961,1
962,1
963,1
964,0
965,1
966,0
967,1
968,1
969,1
970,0
971,0
972,1
973,0
974,1
975,0
976,1
977,0
978,0
979,1
980,1
981,0
982,0
983,1
984,0
985,0
986,1
987,1
988,1
989,1
990,1
991,0
992,1
993,0
994,1
995,0
996,0
997,1
998,1
999,1
1000,0
1001,0
1002,0
1003,1
1004,1
1005,1
1006,1
1007,0
1008,1
1009,0
1010,1
1011,0
1012,1
1013,1
1014,0
1015,0
1016,0
1017,1
1018,0
1019,0
1020,0
1021,1
1022,0
1023,1
1024,0
1025,0
1026,0
1027,1
1028,1
1029,0
1030,0
1031,1
1032,1
1033,1
1034,1
1035,0
1036,1
1037,1
1038,0
1039,1
1040,1
1041,0
1042,0
1043,0
1044,1
1045,0
1046,0
1047,0
1048,1
1049,0
1050,0
1051,1
1052,0
1053,0
1054,0
1055,1
1056,0
1057,0
1058,0
1059,0
1060,1
1061,0
1062,1
1063,0
1064,1
1065,1
1066,1
1067,0
1068,0
1069,1
1070,1
1071,1
1072,1
1073,0
1074,0
1075,1
1076,1
1077,1
1078,1
1079,1
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,1
1087,0
1088,1
1089,1
1090,1
1091,0
1092,1
1093,1
1094,0
1095,0
1096,0
1097,1
1098,0
1099,1
1100,1
1101,1
1102,1
1103,1
1104,1
1105,0
1106,0
1107,0
1108,1
1109,1
1110,1
1111,0
1112,1
1113,0
1114,0
1115,1
1116,0
1117,1
1118,1
1119,0
1120,0
1121,0
1122,0
1123,0
1124,1
1125,0
1126,0
1127,0
1128,1
1129,0
1130,0
1131,0
1132,0
1133,0
1134,1
1135,1
1136,0
1137,1
1138,0
1139,0
1140,0
1141,1
1142,1
1143,0
1144,1
1145,0
1146,0
1147,1
1148,0
1149,0
1150,0
1151,1
1152,0
1153,1
1154,0
1155,0
1156,0
1157,1
1158,0
1159,0
1160,0
1161,1
1162,0
1163,0
1164,0
1165,0
1166,0
1167,1
1168,1
1169,1
1170,0
1171,1
1172,1
1173,0
1174,1
1175,0
1176,0
1177,1
1178,0
1179,1
1180,0
1181,0
1182,0
1183,0
1184,0
1185,1
1186,1
1187,0
1188,0
1189,0
1190,1
1191,0
1192,1
1193,1
1194,1
1195,1
1196,1
1197,1
1198,0
1199,1
1200,0
1201,1
1202,0
1203,1
1204,1
1205,0
1206,0
1207,1
1208,1
1209,0
1210,0
1211,1
1212,0
1213,1
1214,1
1215,0
1216,0
1217,0
1218,0
1219,1
1220,0
1221,1
1222,0
1223,0
1224,1
1225,1
1226,1
1227,0
1228,0
1229,0
1230,1
1231,0
1232,1
1233,1
1234,0
1235,0
1236,0
1237,0
1238,1
1239,1
1240,0
1241,0
1242,1
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,1
1254,1
1255,0
1256,0
1257,0
1258,1
1259,0
1260,0
1261,1
1262,0
1263,0
1264,0
1265,1
1266,1
1267,0
1268,0
1269,0
1270,0
1271,1
1272,1
1273,0
1274,0
1275,1
1276,1
1277,0
1278,0
1279,0
1280,0
1281,0
1282,1
1283,1
1284,0
1285,0
1286,0
1287,0
1288,1
1289,0
1290,1
1291,1
1292,1
1293,0
1294,0
1295,0
1296,1
1297,1
1298,0
1299,0
1300,0
1301,1
1302,1
1303,1
1304,0
1305,1
1306,0
1307,0
1308,0
1309,1
1310,1
1311,0
1312,0
1313,1
1314,1
1315,0
1316,0
1317,1
1318,0
1319,1
1320,0
1321,0
1322,0
1323,1
1324,1
1325,0
1326,1
1327,1
1328,0
1329,1
1330,1
1331,1
1332,1
1333,1
1334,0
1335,1
1336,1
1337,1
1338,1
1339,1
1340,1
1341,1
1342,1
1343,0
1344,1
1345,0
1346,0
1347,1
1348,0
1349,1
1350,0
1351,0
1352,1
1353,0
1354,1
1355,1
1356,1
1357,0
1358,0
1359,0
1360,0
1361,0
1362,1
1363,1
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,1
1371,0
1372,0
1373,1
1374,0
1375,0
1376,1
1377,0
1378,0
1379,0
1380,0
1381,1
1382,0
1383,0
1384,0
1385,0
1386,1
1387,0
1388,0
1389,0
1390,1
1391,1
1392,1
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0
1400,1
1401,0
1402,1
1403,0
1404,1
1405,1
1406,1
1407,1
1408,0
1409,1
1410,1
1411,1
1412,0
1413,0
1414,1
1415,1
1416,0
1417,0
1418,0
1419,1
1420,0
1421,0
1422,1
1423,0
1424,1
1425,0
1426,0
1427,0
1428,0
1429,1
1430,0
1431,1
1432,1
1433,0
1434,1
1435,0
1436,0
1437,1
1438,0
1439,1
1440,0
1441,1
1442,0
1443,1
1444,1
1445,1
1446,0
1447,1
1448,0
1449,1
1450,1
1451,1
1452,0
1453,0
1454,1
1455,0
1456,1
1457,1
1458,0
1459,1
1460,0
1461,0
1462,1
1463,0
1464,1
1465,1
1466,1
1467,0
1468,0
1469,1
1470,0
1471,1
1472,0
1473,0
1474,1
1475,1
1476,0
1477,0
1478,0
1479,0
1480,1
1481,0
1482,1
1483,0
1484,1
1485,0
1486,1
1487,0
1488,1
1489,1
1490,0
1491,1
1492,1
1493,1
1494,0
1495,0
1496,0
1497,0
1498,1
1499,0
1500,0
1501,1
1502,1
1503,1
1504,1
1505,0
1506,1
1507,0
1508,0
1509,1
1510,1
1511,0
1512,1
1513,1
1514,1
1515,0
1516,0
1517,0
1518,1
1519,1
1520,1
1521,1
1522,0
1523,0
1524,0
1525,0
1526,0
1527,1
1528,1
1529,0
1530,0
1531,1
1532,1
1533,0
1534,0
1535,0
1536,1
1537,0
1538,1
1539,1
1540,1
1541,1
1542,0
1543,1
1544,0
1545,0
1546,1
1547,1
1548,1
1549,1
1550,0
1551,0
1552,1
1553,1
1554,1
1555,0
1556,1
1557,0
1558,1
1559,1
1560,0
1561,0
1562,1
1563,1
1564,1
1565,1
1566,0
1567,1
1568,0
1569,1
1570,1
1571,0
1572,1
1573,1
1574,0
1575,1
1576,1
1577,0
1578,1
1579,1
1580,0
1581,0
1582,1
1583,1
1584,1
1585,1
1586,0
1587,1
1588,0
1589,0
1590,0
1591,1
1592,1
1593,0
1594,1
1595,0
1596,1
1597,0
1598,1
1599,0
1600,0
1601,0
1602,1
1603,1
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,1
1612,1
1613,1
1614,0
1615,0
1616,0
1617,0
1618,0
1619,1
1620,0
1621,0
1622,0
1623,1
1624,0
1625,1
1626,0
1627,1
1628,0
1629,0
1630,0
1631,1
1632,0
1633,1
1634,1
1635,0
1636,0
1637,0
1638,0
1639,1
1640,0
1641,0
1642,0
1643,0
1644,0
1645,1
1646,1
1647,1
1648,1
1649,0
1650,0
1651,1
1652,1
1653,0
1654,1
1655,1
1656,0
1657,1
1658,0
1659,1
1660,1
1661,1
1662,0
1663,0
1664,1
1665,0
1666,1
1667,1
1668,0
1669,1
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,0
1679,1
1680,1
1681,0
1682,0
1683,0
1684,0
1685,1
1686,0
1687,1
1688,1
1689,0
1690,1
1691,1
1692,0
1693,0
1694,0
1695,1
1696,1
1697,0
1698,0
1699,0
1700,1
1701,1
1702,1
1703,0
1704,0
1705,1
1706,0
1707,0
1708,0
1709,1
1710,1
1711,1
1712,1
1713,0
1714,0
1715,0
1716,0
1717,1
1718,1
1719,0
1720,1
1721,0
1722,0
1723,1
1724,1
1725,1
1726,0
1727,0
1728,0
1729,1
1730,1
1731,1
1732,1
1733,0
1734,1
1735,0
1736,0
1737,1
1738,0
1739,1
1740,1
1741,1
1742,1
1743,0
1744,0
1745,1
1746,0
1747,1
1748,0
1749,0
1750,0
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,1
1758,1
1759,1
1760,0
1761,0
1762,1
1763,1
1764,1
1765,0
1766,1
1767,0
1768,1
1769,0
1770,0
1771,0
1772,1
1773,1
1774,1
1775,0
1776,1
1777,0
1778,1
1779,0
1780,1
1781,1
1782,0
1783,1
1784,0
1785,0
1786,0
1787,0
1788,0
1789,0
1790,0
1791,1
1792,0
1793,0
1794,0
1795,0
1796,0
1797,0
1798,0
1799,0
1800,1
1801,0
1802,1
1803,0
1804,1
1805,0
1806,0
1807,1
1808,1
1809,1
1810,1
1811,0
1812,0
1813,0
1814,0
1815,1
1816,0
1817,0
1818,0
1819,1
1820,0
1821,1
1822,0
1823,0
1824,1
1825,1
1826,0
1827,0
1828,0
1829,1
1830,0
1831,0
1832,1
1833,0
1834,1
1835,0
1836,0
1837,0
1838,0
1839,1
1840,1
1841,0
1842,1
1843,1
1844,0
1845,1
1846,0
1847,1
1848,0
1849,0
1850,1
1851,0
1852,1
1853,0
1854,1
1855,1
1856,0
1857,1
1858,1
1859,0
1860,1
1861,1
1862,1
1863,0
1864,1
1865,0
1866,0
1867,1
1868,1
1869,0
1870,0
1871,0
1872,1
1873,0
1874,1
1875,1
1876,1
1877,1
1878,1
1879,1
1880,1
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,1
1891,1
1892,1
1893,0
1894,0
1895,0
1896,1
1897,1
1898,1
1899,0
1900,0
1901,0
1902,1
1903,0
1904,1
1905,0
1906,1
1907,0
1908,1
1909,0
1910,0
1911,0
1912,1
1913,0
1914,0
1915,0
1916,1
1917,1
1918,0
1919,0
1920,1
1921,0
1922,0
1923,1
1924,0
1925,1
1926,0
1927,0
1928,1
1929,0
1930,1
1931,0
1932,1
1933,0
1934,0
1935,0
1936,0
1937,0
1938,1
1939,1
1940,0
1941,0
1942,0
1943,0
1944,1
1945,1
1946,0
1947,1
1948,1
1949,1
1950,0
1951,1
1952,1
1953,1
1954,0
1955,0
1956,1
1957,1
1958,1
1959,0
1960,0
1961,0
1962,1
1963,0
1964,1
1965,0
1966,0
1967,1
1968,1
1969,0
1970,0
1971,1
1972,0
1973,0
1974,0
1975,0
1976,0
1977,0
1978,1
1979,0
1980,1
1981,0
1982,0
1983,0
1984,1
1985,0
1986,0
1987,0
1988,1
1989,0
1990,1
1991,1
1992,0
1993,1
1994,1
1995,1
1996,1
1997,0
1998,0
1999,0
2000,0
2001,1
2002,1
2003,1
2004,0
2005,0
2006,0
2007,1
2008,1
2009,0
2010,1
2011,0
2012,1
2013,1
2014,1
2015,0
2016,0
2017,1
2018,0
2019,1
2020,0
2021,0
2022,0
2023,1
2024,1
2025,0
2026,1
2027,0
2028,1
2029,0
2030,1
2031,0
2032,0
2033,1
2034,0
2035,1
2036,0
2037,0
2038,1
2039,1
2040,1
2041,1
2042,1
2043,1
2044,0
2045,1
2046,1
2047,0
2048,0
2049,0
2050,1
2051,0
2052,1
2053,0
2054,0
2055,0
2056,0
2057,1
2058,1
2059,0
2060,0
2061,1
2062,0
2063,0
2064,0
2065,0
2066,0
2067,0
2068,1
2069,1
2070,1
2071,0
2072,1
2073,1
2074,1
2075,1
2076,1
2077,0
2078,0
2079,1
2080,0
2081,0
2082,0
2083,0
2084,1
2085,0
2086,1
2087,0
2088,1
2089,0
2090,0
2091,1
2092,0
2093,1
2094,1
2095,0
2096,1
2097,0
2098,0
2099,1
2100,0
2101,1
2102,0
2103,0
2104,1
2105,1
2106,1
2107,1
2108,0
2109,1
2110,1
2111,0
2112,1
2113,1
2114,0
2115,0
2116,0
2117,0
2118,0
2119,0
2120,1
2121,1
2122,1
2123,1
2124,1
2125,0
2126,1
2127,0
2128,1
2129,0
2130,1
2131,0
2132,1
2133,1
2134,1
2135,0
2136,0
2137,0
2138,0
2139,1
2140,0
2141,0
2142,0
2143,0
2144,0
2145,0
2146,1
2147,0
2148,1
2149,1
2150,0
2151,1
2152,1
2153,1
2154,1
2155,0
2156,1
2157,1
2158,1
2159,0
2160,0
2161,1
2162,0
2163,1
2164,1
2165,0
2166,1
2167,1
2168,1
2169,1
2170,0
2171,1
2172,0
2173,0
2174,0
2175,1
2176,0
2177,1
2178,1
2179,1
2180,0
2181,1
2182,1
2183,0
2184,0
2185,1
2186,0
2187,1
2188,1
2189,0
2190,1
2191,1
2192,1
2193,1
2194,1
2195,1
2196,1
2197,1
2198,0
2199,1
2200,0
2201,1
2202,0
2203,0
2204,0
2205,0
2206,0
2207,0
2208,1
2209,1
2210,0
2211,0
2212,0
2213,0
2214,0
2215,0
2216,1
2217,1
2218,0
2219,0
2220,1
2221,1
2222,1
2223,0
2224,1
2225,0
2226,1
2227,1
2228,1
2229,1
2230,0
2231,1
2232,1
2233,0
2234,1
2235,0
2236,0
2237,1
2238,1
2239,1
2240,1
2241,1
2242,1
2243,1
2244,0
2245,1
2246,1
2247,0
2248,1
2249,0
2250,1
2251,0
2252,0
2253,1
2254,0
2255,1
2256,0
2257,0
2258,0
2259,1
2260,1
2261,1
2262,0
2263,1
2264,0
2265,0
2266,1
2267,1
2268,0
2269,1
2270,1
2271,1
2272,0
2273,1
2274,1
2275,0
2276,1
2277,1
2278,0
2279,1
2280,0
2281,0
2282,1
2283,1
2284,0
2285,0
2286,1
2287,0
2288,1
2289,1
2290,0
2291,1
2292,1
2293,1
2294,1
2295,0
2296,1
2297,1
2298,0
2299,0
2300,0
2301,1
2302,0
2303,1
2304,0
2305,0
2306,1
2307,0
2308,0
2309,0
2310,0
2311,0
2312,1
2313,0
2314,1
2315,1
2316,1
2317,1
2318,1
2319,1
2320,0
2321,1
2322,0
2323,0
2324,0
2325,1
2326,0
2327,1
2328,0
2329,0
2330,0
2331,1
2332,1
2333,1
2334,1
2335,0
2336,1
2337,1
2338,0
2339,1
2340,1
2341,1
2342,0
2343,0
2344,1
2345,0
2346,0
2347,1
2348,1
2349,0
2350,1
2351,1
2352,1
2353,1
2354,1
2355,1
2356,0
2357,1
2358,0
2359,0
2360,0
2361,1
2362,1
2363,0
2364,0
2365,0
2366,0
2367,0
2368,1
2369,0
2370,1
2371,1
2372,1
2373,0
2374,0
2375,1
2376,0
2377,0
2378,0
2379,1
2380,0
2381,0
2382,0
2383,0
2384,1
2385,0
2386,1
2387,1
2388,0
2389,1
2390,0
2391,1
2392,1
2393,0
2394,1
2395,0
2396,0
2397,0
2398,1
2399,0
2400,1
2401,1
2402,0
2403,0
2404,0
2405,0
2406,0
2407,0
2408,1
2409,1
2410,0
2411,1
2412,1
2413,0
2414,0
2415,1
2416,0
2417,1
2418,0
2419,1
2420,1
2421,0
2422,0
2423,0
2424,0
2425,1
2426,1
2427,0
2428,0
2429,0
2430,0
2431,1
2432,0
2433,1
2434,0
2435,1
2436,1
2437,1
2438,0
2439,0
2440,0
2441,0
2442,1
2443,1
2444,0
2445,1
2446,1
2447,1
2448,0
2449,1
2450,0
2451,0
2452,1
2453,0
2454,1
2455,0
2456,0
2457,1
2458,1
2459,0
2460,0
2461,0
2462,1
2463,0
2464,0
2465,1
2466,0
2467,0
2468,1
2469,0
2470,1
2471,1
2472,1
2473,0
2474,0
2475,1
2476,0
2477,0
2478,1
2479,1
2480,0
2481,1
2482,0
2483,0
2484,0
2485,0
2486,0
2487,1
2488,0
2489,1
2490,0
2491,0
2492,1
2493,1
2494,0
2495,1
2496,0
2497,1
2498,1
2499,1
2500,0
2501,1
2502,0
2503,1
2504,0
2505,1
2506,0
2507,0
2508,1
2509,1
2510,0
2511,1
2512,1
2513,1
2514,1
2515,1
2516,0
2517,0
2518,1
2519,0
2520,1
2521,1
2522,1
2523,0
2524,0
2525,1
2526,0
2527,0
2528,1
2529,0
2530,1
2531,1
2532,1
2533,1
2534,1
2535,0
2536,1
2537,0
2538,0
2539,1
2540,0
2541,1
2542,0
2543,1
2544,0
2545,0
2546,0
2547,1
2548,0
2549,0
2550,1
2551,0
2552,1
2553,1
2554,0
2555,1
2556,0
2557,1
2558,1
2559,1
2560,0
2561,0
2562,0
2563,1
2564,1
2565,0
2566,1
2567,0
2568,1
2569,0
2570,1
2571,0
2572,1
2573,1
2574,0
2575,0
2576,1
2577,0
2578,0
2579,1
2580,0
2581,1
2582,0
2583,0
2584,1
2585,0
2586,0
2587,1
2588,0
2589,0
2590,0
2591,1
2592,1
2593,0
2594,1
2595,0
2596,0
2597,0
2598,0
2599,1
2600,1
2601,1
2602,0
2603,1
2604,1
2605,1
2606,0
2607,0
2608,1
2609,1
2610,1
2611,0
2612,1
2613,1
2614,1
2615,1
2616,1
2617,1
2618,0
2619,1
2620,1
2621,1
2622,0
2623,1
2624,0
2625,1
2626,1
2627,0
2628,1
2629,1
2630,0
2631,1
2632,0
2633,0
2634,0
2635,0
2636,0
2637,1
2638,1
2639,0
2640,0
2641,1
2642,0
2643,0
2644,0
2645,0
2646,0
2647,1
2648,1
2649,1
2650,0
2651,1
2652,0
2653,0
2654,1
2655,1
2656,0
2657,0
2658,0
2659,1
2660,1
2661,0
2662,1
2663,1
2664,0
2665,0
2666,0
2667,0
2668,1
2669,0
2670,1
2671,1
2672,1
2673,1
2674,1
2675,1
2676,1
2677,0
2678,0
2679,1
2680,1
2681,1
2682,1
2683,0
2684,1
2685,1
2686,0
2687,0
2688,0
2689,0
2690,1
2691,1
2692,0
2693,0
2694,1
2695,1
2696,0
2697,0
2698,0
2699,1
2700,1
2701,0
2702,1
2703,1
2704,0
2705,1
2706,1
2707,0
2708,1
2709,0
2710,1
2711,0
2712,0
2713,1
2714,0
2715,0
2716,0
2717,0
2718,1
2719,0
2720,0
2721,1
2722,1
2723,0
2724,0
2725,0
2726,1
2727,0
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,1
2735,1
2736,1
2737,0
2738,1
2739,0
2740,0
2741,1
2742,1
2743,1
2744,0
2745,1
2746,0
2747,0
2748,0
2749,0
2750,0
2751,0
2752,0
2753,0
2754,0
2755,0
2756,0
2757,1
2758,1
2759,0
2760,0
2761,1
2762,0
2763,0
2764,1
2765,0
2766,1
2767,0
2768,0
2769,0
2770,1
2771,0
2772,0
2773,1
2774,0
2775,1
2776,0
2777,1
2778,1
2779,0
2780,1
2781,1
2782,1
2783,0
2784,0
2785,1
2786,1
2787,1
2788,1
2789,1
2790,0
2791,1
2792,0
2793,0
2794,0
2795,1
2796,0
2797,1
2798,1
2799,1
2800,1
2801,1
2802,0
2803,0
2804,0
2805,0
2806,1
2807,1
2808,0
2809,1
2810,1
2811,0
2812,0
2813,0
2814,1
2815,1
2816,1
2817,0
2818,1
2819,1
2820,0
2821,0
2822,1
2823,0
2824,0
2825,0
2826,1
2827,0
2828,1
2829,0
2830,0
2831,0
2832,0
2833,1
2834,0
2835,0
2836,1
2837,0
2838,1
2839,1
2840,0
2841,1
2842,0
2843,0
2844,0
2845,0
2846,1
2847,0
2848,0
2849,0
2850,0
2851,1
2852,0
2853,1
2854,0
2855,0
2856,1
2857,1
2858,0
2859,1
2860,1
2861,1
2862,1
2863,1
2864,0
2865,1
2866,0
2867,0
2868,1
2869,0
2870,0
2871,1
2872,1
2873,0
2874,1
2875,1
2876,0
2877,1
2878,0
2879,0
2880,1
2881,0
2882,1
2883,0
2884,1
2885,1
2886,1
2887,0
2888,0
2889,0
2890,0
2891,1
2892,1
2893,1
2894,0
2895,1
2896,0
2897,0
2898,1
2899,0
2900,0
2901,1
2902,0
2903,1
2904,1
2905,1
2906,1
2907,1
2908,0
2909,1
2910,1
2911,1
2912,0
2913,1
2914,1
2915,0
2916,0
2917,0
2918,1
2919,1
2920,1
2921,0
2922,0
2923,0
2924,0
2925,1
2926,0
2927,0
2928,0
2929,0
2930,0
2931,1
2932,0
2933,1
2934,1
2935,1
2936,1
2937,0
2938,1
2939,1
2940,0
2941,1
2942,1
2943,0
2944,0
2945,1
2946,0
2947,0
2948,1
2949,0
2950,0
2951,0
2952,0
2953,0
2954,1
2955,1
2956,0
2957,1
2958,0
2959,0
2960,1
2961,0
2962,0
2963,0
2964,0
2965,1
2966,0
2967,1
2968,0
2969,0
2970,1
2971,0
2972,1
2973,0
2974,1
2975,0
2976,0
2977,0
2978,0
2979,1
2980,0
2981,1
2982,0
2983,0
2984,0
2985,0
2986,1
2987,0
2988,1
2989,1
2990,1
2991,0
2992,1
2993,0
2994,1
2995,0
2996,1
2997,0
2998,1
